Title,StoreId,ArticleType,Authors,companies,copyright,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,URL,FindACopy,Database
Demanding That Ketanji Brown Jackson 'Show Her Papers': [Op-Ed]: [Op-Ed],2636114580,newspapers,"Blow, Charles M", Supreme Court-US," Copyright New York Times Company Mar 7, 2022"," Commentary , Opinions"," Mar 7, 2022", English, English, A.16," New York, N.Y.","Mar 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/demanding-that-ketanji-brown-jackson-show-her/docview/2636114580/se-2?accountid=14026, https://www.nytimes.com/2022/03/06/opinion/ketanji-jackson-tucker-carlson.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Demanding+That+Ketanji+Brown+Jackson+%27Show+Her+Papers%27%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Blow%2C+Charles+M&amp;rft.aulast=Blow&amp;rft.aufirst=Charles&amp;rft.date=2022-03-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.16&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Biden's Pro-Labor Vision Doesn't End at America's Borders: [Op-Ed]: [Op-Ed],2636114566,newspapers,"Stockman, Farah", Congress-US," Copyright New York Times Company Mar 7, 2022"," Opinions , Commentary"," Mar 7, 2022", English, English, A.17," New York, N.Y.","Mar 7, 2022",New York Times,2022,https://www.proquest.com/newspapers/bidens-pro-labor-vision-doesnt-end-at-americas/docview/2636114566/se-2?accountid=14026, https://www.nytimes.com/2022/03/06/opinion/biden-jobs-trade.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Biden%27s+Pro-Labor+Vision+Doesn%27t+End+at+America%27s+Borders%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Stockman%2C+Farah&amp;rft.aulast=Stockman&amp;rft.aufirst=Farah&amp;rft.date=2022-03-07&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.17&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Will Asian Americans Desert Democrats?: [Op-Ed]: [Op-Ed],2635873705,newspapers,"Edsall, Thomas B"," WeChat , Democratic Party"," Copyright New York Times Company Mar 6, 2022", Commentary," Mar 6, 2022", English, English, SR.10," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/will-asian-americans-desert-democrats-op-ed/docview/2635873705/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/asian-american-voters-democratic-party.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Will+Asian+Americans+Desert+Democrats%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Edsall%2C+Thomas+B&amp;rft.aulast=Edsall&amp;rft.aufirst=Thomas&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.10&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Nihilism of The Golden Years: [Op-Ed]: [Op-Ed],2635873673,newspapers,"Cottle, Michelle; Winter, Damon", Fox News Channel," Copyright New York Times Company Mar 6, 2022", Commentary," Mar 6, 2022", English, English, SR.4," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/nihilism-golden-years-op-ed/docview/2635873673/se-2?accountid=14026, https://www.nytimes.com/2022/03/03/opinion/florida-the-villages.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Nihilism+of+The+Golden+Years%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Cottle%2C+Michelle%3B+Winter%2C+Damon&amp;rft.aulast=Cottle&amp;rft.aufirst=Michelle&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.4&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Who Should Be Allowed to Transition?: [Op-Ed]: [Op-Ed],2635873670,newspapers,"Marzano-Lesnevich, Alex", Democratic Party," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.6," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/who-should-be-allowed-transition-op-ed/docview/2635873670/se-2?accountid=14026, https://www.nytimes.com/2022/03/04/opinion/trans-laws-doctors-healthcare.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Who+Should+Be+Allowed+to+Transition%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Marzano-Lesnevich%2C+Alex&amp;rft.aulast=Marzano-Lesnevich&amp;rft.aufirst=Alex&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.6&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Police Aren't Exactly Hurting for Cash: [Op-Ed]: [Op-Ed],2635873630,newspapers,"Bouie, Jamelle", Democratic Party," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.9," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/police-arent-exactly-hurting-cash-op-ed/docview/2635873630/se-2?accountid=14026, https://www.nytimes.com/2022/03/04/opinion/the-police-arent-exactly-running-out-of-cash.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Police+Aren%27t+Exactly+Hurting+for+Cash%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bouie%2C+Jamelle&amp;rft.aulast=Bouie&amp;rft.aufirst=Jamelle&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Ukraine's History Is Being Erased: [Op-Ed]: [Op-Ed],2635873608,newspapers,"Golinkin, Lev",," Copyright New York Times Company Mar 6, 2022", Commentary," Mar 6, 2022", English, English, SR.3," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/ukraines-history-is-being-erased-op-ed/docview/2635873608/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/ukraine-putin-stalin-history.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Ukraine%27s+History+Is+Being+Erased%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Golinkin%2C+Lev&amp;rft.aulast=Golinkin&amp;rft.aufirst=Lev&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Judge Jackson Could Change the Court: [Op-Ed]: [Op-Ed],2635873593,newspapers,"Greenhouse, Linda", Supreme Court-US," Copyright New York Times Company Mar 6, 2022", Commentary," Mar 6, 2022", English, English, SR.7," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/judge-jackson-could-change-court-op-ed/docview/2635873593/se-2?accountid=14026, https://www.nytimes.com/2022/03/04/opinion/supreme-court-biden-jackson.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Judge+Jackson+Could+Change+the+Court%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Greenhouse%2C+Linda&amp;rft.aulast=Greenhouse&amp;rft.aufirst=Linda&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"Two Performers, One Hero: [Op-Ed]: [Op-Ed]",2635873581,newspapers,"Dowd, Maureen",," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.9," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/two-performers-one-hero-op-ed/docview/2635873581/se-2?accountid=14026, https://www.nytimes.com/2022/03/05/opinion/zelensky-ukraine-trump.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Two+Performers%2C+One+Hero%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Dowd%2C+Maureen&amp;rft.aulast=Dowd&amp;rft.aufirst=Maureen&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
How to Stop Nuclear War From Starting: [Op-Ed]: [Op-Ed],2635873580,newspapers,"Douthat, Ross",," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.9," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/how-stop-nuclear-war-starting-op-ed/docview/2635873580/se-2?accountid=14026, https://www.nytimes.com/2022/03/05/opinion/russia-nuclear-war.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=How+to+Stop+Nuclear+War+From+Starting%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Douthat%2C+Ross&amp;rft.aulast=Douthat&amp;rft.aufirst=Ross&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.9&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
This Cold War Will Be Worse Than the Last: [Op-Ed]: [Op-Ed],2635873566,newspapers,"Sarotte, Mary Elise"," North Atlantic Treaty Organization--NATO , Department of the Navy"," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.3," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/this-cold-war-will-be-worse-than-last-op-ed/docview/2635873566/se-2?accountid=14026, https://www.nytimes.com/2022/03/01/opinion/russia-ukraine-cold-war.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=This+Cold+War+Will+Be+Worse+Than+the+Last%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Sarotte%2C+Mary+Elise&amp;rft.aulast=Sarotte&amp;rft.aufirst=Mary&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.3&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
DNA Provides New Language to Talk About Race: [Op-Ed]: [Op-Ed],2635873532,newspapers,"Gates, Henry Louis, Jr; Curran, Andrew S",," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.7," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/dna-provides-new-language-talk-about-race-op-ed/docview/2635873532/se-2?accountid=14026, https://www.nytimes.com/2022/03/03/opinion/sunday/talking-about-race.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=DNA+Provides+New+Language+to+Talk+About+Race%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Gates%2C+Henry+Louis%2C+Jr%3B+Curran%2C+Andrew+S&amp;rft.aulast=Gates&amp;rft.aufirst=Henry&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.7&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"In Russia, the Threats Are Real: [Op-Ed]: [Op-Ed]",2635873523,newspapers,"Stack, Megan K",," Copyright New York Times Company Mar 6, 2022"," Opinions , Commentary"," Mar 6, 2022", English, English, SR.2," New York, N.Y.","Mar 6, 2022",New York Times,2022,https://www.proquest.com/newspapers/russia-threats-are-real-op-ed/docview/2635873523/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/russia-putin-nemtsov.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=In+Russia%2C+the+Threats+Are+Real%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Stack%2C+Megan+K&amp;rft.aulast=Stack&amp;rft.aufirst=Megan&amp;rft.date=2022-03-06&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=SR.2&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
America Isn't Ready for the Cyberattacks That Are Coming: [Op-Ed]: [Op-Ed],2635739479,newspapers,"Gerstell, Glenn S", National Security Agency," Copyright New York Times Company Mar 5, 2022"," Opinions , Commentary"," Mar 5, 2022", English, English, A.21," New York, N.Y.","Mar 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/america-isnt-ready-cyberattacks-that-are-coming/docview/2635739479/se-2?accountid=14026, https://www.nytimes.com/2022/03/04/opinion/ive-dealt-with-foreign-cyberattacks-america-isnt-ready-for-whats-coming.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=America+Isn%27t+Ready+for+the+Cyberattacks+That+Are+Coming%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Gerstell%2C+Glenn+S&amp;rft.aulast=Gerstell&amp;rft.aufirst=Glenn&amp;rft.date=2022-03-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"He's Sorry, She's Sorry, Everybody Is Sorry. Does It Matter?: [Op-Ed]: [Op-Ed]",2635739466,newspapers,"Bennett, Jessica",," Copyright New York Times Company Mar 5, 2022"," Opinions , Commentary"," Mar 5, 2022", English, English, A.21," New York, N.Y.","Mar 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/hes-sorry-shes-everybody-is-does-matter-op-ed/docview/2635739466/se-2?accountid=14026, https://www.nytimes.com/2022/02/28/opinion/whoopi-goldberg-joe-rogan-public-apologies.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=He%27s+Sorry%2C+She%27s+Sorry%2C+Everybody+Is+Sorry.+Does+It+Matter%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Bennett%2C+Jessica&amp;rft.aulast=Bennett&amp;rft.aufirst=Jessica&amp;rft.date=2022-03-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.21&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
No Longer a Master of Disinformation: [Op-Ed]: [Op-Ed],2635739464,newspapers,"Manjoo, Farhad",," Copyright New York Times Company Mar 5, 2022", Commentary," Mar 5, 2022", English, English, A.20," New York, N.Y.","Mar 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/no-longer-master-disinformation-op-ed/docview/2635739464/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/putin-disinformation-social-media.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=No+Longer+a+Master+of+Disinformation%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Manjoo%2C+Farhad&amp;rft.aulast=Manjoo&amp;rft.aufirst=Farhad&amp;rft.date=2022-03-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
"Our Covid Future Is Uncertain, but There Are Signs to Look Out For: [Op-Ed]: [Op-Ed]",2635739457,newspapers,"Shaman, Jeffrey",," Copyright New York Times Company Mar 5, 2022"," Opinions , Commentary"," Mar 5, 2022", English, English, A.20," New York, N.Y.","Mar 5, 2022",New York Times,2022,https://www.proquest.com/newspapers/our-covid-future-is-uncertain-there-are-signs/docview/2635739457/se-2?accountid=14026, https://www.nytimes.com/2022/03/04/opinion/endemic-covid-future.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Our+Covid+Future+Is+Uncertain%2C+but+There+Are+Signs+to+Look+Out+For%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Shaman%2C+Jeffrey&amp;rft.aulast=Shaman&amp;rft.aufirst=Jeffrey&amp;rft.date=2022-03-05&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.20&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
The Week That Awoke the World: [Op-Ed]: [Op-Ed],2635369295,newspapers,"Brooks, David",," Copyright New York Times Company Mar 4, 2022"," Opinions , Commentary"," Mar 4, 2022", English, English, A.22," New York, N.Y.","Mar 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/week-that-awoke-world-op-ed/docview/2635369295/se-2?accountid=14026, https://www.nytimes.com/2022/03/03/opinion/ukraine-russia-awoke-world.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=The+Week+That+Awoke+the+World%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Brooks%2C+David&amp;rft.aulast=Brooks&amp;rft.aufirst=David&amp;rft.date=2022-03-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Who's Afraid Of Ketanji Brown Jackson?: [Op-Ed]: [Op-Ed],2635369293,newspapers,"Ifill, Sherrilyn A", Supreme Court-US," Copyright New York Times Company Mar 4, 2022"," Opinions , Commentary"," Mar 4, 2022", English, English, A.23," New York, N.Y.","Mar 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/whos-afraid-ketanji-brown-jackson-op-ed/docview/2635369293/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/whos-afraid-of-ketanji-brown-jackson.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Who%27s+Afraid+Of+Ketanji+Brown+Jackson%3F%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Ifill%2C+Sherrilyn+A&amp;rft.aulast=Ifill&amp;rft.aufirst=Sherrilyn&amp;rft.date=2022-03-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Trying to Make Sense of the Livestreamed War: [Op-Ed]: [Op-Ed],2635369264,newspapers,"Kang, Jay Caspian", CNN," Copyright New York Times Company Mar 4, 2022", Commentary," Mar 4, 2022", English, English, A.23," New York, N.Y.","Mar 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/trying-make-sense-livestreamed-war-op-ed/docview/2635369264/se-2?accountid=14026, https://www.nytimes.com/2022/03/03/opinion/ukraine-livestream-videos.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Trying+to+Make+Sense+of+the+Livestreamed+War%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Kang%2C+Jay+Caspian&amp;rft.aulast=Kang&amp;rft.aufirst=Jay&amp;rft.date=2022-03-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.23&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
America's Very Peculiar Economic Funk: [Op-Ed]: [Op-Ed],2635369247,newspapers,"Krugman, Paul",," Copyright New York Times Company Mar 4, 2022", Commentary," Mar 4, 2022", English, English, A.22," New York, N.Y.","Mar 4, 2022",New York Times,2022,https://www.proquest.com/newspapers/americas-very-peculiar-economic-funk-op-ed/docview/2635369247/se-2?accountid=14026, https://www.nytimes.com/2022/03/03/opinion/biden-economy-inflation-jobs.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=America%27s+Very+Peculiar+Economic+Funk%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Krugman%2C+Paul&amp;rft.aulast=Krugman&amp;rft.aufirst=Paul&amp;rft.date=2022-03-04&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.22&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
Remote Work Doesn't Have to Be the 'Mommy Track': [Op-Ed]: [Op-Ed],2635145086,newspapers,"Grose, Jessica",," Copyright New York Times Company Mar 3, 2022", Commentary," Mar 3, 2022", English, English, A.25," New York, N.Y.","Mar 3, 2022",New York Times,2022,https://www.proquest.com/newspapers/remote-work-doesnt-have-be-mommy-track-op-ed/docview/2635145086/se-2?accountid=14026, https://www.nytimes.com/2022/03/02/opinion/remote-work.html,https://resolver.ebscohost.com/openurl?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Anytimes&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=New+York+Times&amp;rft.atitle=Remote+Work+Doesn%27t+Have+to+Be+the+%27Mommy+Track%27%3A+%5BOp-Ed%5D%3A+%5BOp-Ed%5D&amp;rft.au=Grose%2C+Jessica&amp;rft.aulast=Grose&amp;rft.aufirst=Jessica&amp;rft.date=2022-03-03&amp;rft.volume=&amp;rft.issue=&amp;rft.spage=A.25&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=New+York+Times&amp;rft.issn=&amp;rft_id=info:doi/,Global Newsstream Collection
